project_id,project_name,sector,ministry,implementing_agency,contractor_name,state,original_cost_crore,revised_cost_crore,cost_overrun_pct,has_cost_overrun,start_date,planned_duration_months,actual_duration_months,planned_completion_date,expected_actual_completion_date,delay_months,is_delayed,physical_progress_pct,expenditure_pct,expenditure_crore,fund_utilization_pct,milestones_total,milestones_completed,delay_reasons,status,risk_score,risk_label
PRJ00354,Bihar Railways Infra Development Phase-47,Railways,Ministry of Railways,RITES,Larsen & Toubro Infra,Bihar,2527.34,2831.21,12.02,True,2022-07-21,48,82,2026-06-30,2029-04-15,34,True,40.1,33.8,956.85,37.9,12,5,Rehabilitation & resettlement issues; Delay in tendering/equipment supply,Delayed,43.8,Medium
PRJ00355,Bihar Roads & Highways Infra Development Phase-48,Roads & Highways,Ministry of Road Transport & Highways,NTPC,Shapoorji Pallonji Infra,Bihar,2098.42,3609.19,72.0,True,2021-11-01,48,88,2025-10-11,2029-01-23,40,True,52.9,25.4,918.32,43.8,6,3,Court cases/litigation; Price escalation of raw materials,Delayed,90.3,High
PRJ00356,Bihar Water Resources Infra Development Phase-49,Water Resources,Ministry of Jal Shakti,AAI,GR Infraprojects,Bihar,2145.28,2777.08,29.45,True,2017-07-05,48,72,2021-06-14,2023-06-04,24,True,80.3,62.6,1739.03,81.1,10,8,Geological surprises,Delayed,43.9,Medium
PRJ00357,Bihar Irrigation Infra Development Phase-50,Irrigation,Ministry of Jal Shakti,NHPC,Larsen & Toubro Infra,Bihar,787.85,1323.65,68.01,True,2020-03-28,36,41,2023-03-13,2023-08-10,5,True,93.3,54.6,723.16,91.8,4,4,COVID-19 related disruption; Price escalation of raw materials,Delayed,54.4,High
PRJ00358,Bihar Postal Infrastructure Infra Development Phase-51,Postal Infrastructure,Ministry of Communications,NBCC,KNR Constructions,Bihar,1503.98,1648.65,9.62,True,2018-05-02,60,80,2023-04-06,2024-11-26,20,True,94.0,78.6,1296.29,86.2,6,6,Price escalation of raw materials,Delayed,24.8,Low
PRJ00359,Bihar Irrigation Infra Development Phase-52,Irrigation,Ministry of Jal Shakti,IRCTC,Shapoorji Pallonji Infra,Bihar,1747.2,1842.11,5.43,True,2021-02-06,24,67,2023-01-27,2026-08-09,43,True,76.7,38.8,715.15,40.9,6,5,Price escalation of raw materials,Delayed,41.1,Medium
PRJ00360,Bihar Telecommunications Infra Development Phase-53,Telecommunications,Ministry of Communications,IRCON,Reliance Infrastructure,Bihar,1020.49,2972.63,191.29,True,2017-07-05,36,82,2020-06-19,2024-03-30,46,True,92.9,12.4,368.44,36.1,4,4,Utility shifting delay,Delayed,100.0,High
PRJ00361,Bihar Housing Infra Development Phase-54,Housing,Ministry of Housing & Urban Affairs,HUDCO,Larsen & Toubro Infra,Bihar,2047.94,3878.26,89.37,True,2022-02-15,36,85,2025-01-30,2029-02-08,49,True,54.3,40.9,1587.51,77.5,6,3,Utility shifting delay,Delayed,100.0,High
PRJ00362,Bihar Education Infrastructure Infra Development Phase-55,Education Infrastructure,Ministry of Education,IRCTC,IRB Infrastructure,Bihar,4618.84,1756.38,0.0,False,2018-10-28,36,36,2021-10-12,2021-10-12,0,False,92.7,56.5,991.88,21.5,10,9,None,On Track,5.2,Low
PRJ00363,Bihar Education Infrastructure Infra Development Phase-56,Education Infrastructure,Ministry of Education,RITES,IRB Infrastructure,Bihar,426.45,517.3,21.3,True,2020-10-09,60,105,2025-09-13,2029-05-25,45,True,46.2,100.0,1505.2,100.0,12,6,Rehabilitation & resettlement issues; Shortage of skilled manpower,Delayed,56.0,High
PRJ00364,Bihar Roads & Highways Infra Development Phase-57,Roads & Highways,Ministry of Road Transport & Highways,AAI,Larsen & Toubro Infra,Bihar,2236.9,512.22,0.0,False,2020-09-18,96,122,2028-08-07,2030-09-26,26,True,49.0,100.0,1059.75,47.4,4,2,Rehabilitation & resettlement issues; Price escalation of raw materials,Delayed,32.0,Medium
PRJ00365,Bihar Fertilizers Infra Development Phase-58,Fertilizers,Ministry of Chemicals & Fertilizers,NHAI,Larsen & Toubro Infra,Bihar,1533.44,1241.67,0.0,False,2022-04-28,48,48,2026-04-07,2026-04-07,0,False,100.0,91.5,1136.71,74.1,8,8,None,Completed,0.0,Low
PRJ00366,Bihar Fertilizers Infra Development Phase-59,Fertilizers,Ministry of Chemicals & Fertilizers,IWAI,Tata Projects,Bihar,2079.63,3526.93,69.59,True,2019-07-22,72,93,2025-06-20,2027-03-12,21,True,80.3,13.5,476.58,22.9,4,3,Law and order problems; Delay in tendering/equipment supply,Delayed,72.9,High
PRJ00367,Bihar Fertilizers Infra Development Phase-60,Fertilizers,Ministry of Chemicals & Fertilizers,Deendayal Port Trust,Afcons Infrastructure,Bihar,1727.13,2872.67,66.33,True,2021-04-07,96,139,2029-02-24,2032-09-06,43,True,33.6,39.0,1119.41,64.8,6,2,Forest/environment clearance delay,Delayed,90.4,High
PRJ00368,Bihar Healthcare Infrastructure Infra Development Phase-61,Healthcare Infrastructure,Ministry of Health & Family Welfare,ABC Infrastructure Ltd.,NCC Limited,Bihar,1319.88,3067.96,132.44,True,2018-03-27,84,130,2025-02-18,2028-11-29,46,True,57.5,56.4,1729.45,100.0,6,3,COVID-19 related disruption,Delayed,100.0,High
PRJ00369,Bihar Mining Infra Development Phase-62,Mining,Ministry of Mines,State PWD,Shapoorji Pallonji Infra,Bihar,573.73,1297.01,126.07,True,2018-09-13,84,93,2025-08-07,2026-05-04,9,True,77.5,60.2,780.49,100.0,10,8,Poor contractor mobilization,Delayed,98.3,High
PRJ00370,Bihar Telecommunications Infra Development Phase-63,Telecommunications,Ministry of Communications,Deendayal Port Trust,Tata Projects,Bihar,2324.89,1566.49,0.0,False,2022-04-16,24,24,2024-04-05,2024-04-05,0,False,91.0,35.7,559.2,24.1,4,4,None,On Track,4.5,Low
PRJ00371,Bihar Civil Aviation Infra Development Phase-64,Civil Aviation,Ministry of Civil Aviation,HUDCO,Shapoorji Pallonji Infra,Bihar,2055.13,3466.77,68.69,True,2019-04-30,48,81,2023-04-09,2025-12-24,33,True,81.0,38.2,1324.01,64.4,12,10,Monsoon/weather delays; Delay in tendering/equipment supply,Delayed,73.1,High
PRJ00372,Bihar Water Resources Infra Development Phase-65,Water Resources,Ministry of Jal Shakti,IRCTC,J Kumar Infraprojects,Bihar,2059.56,4945.93,140.14,True,2018-12-11,72,116,2024-11-09,2028-06-21,44,True,64.0,6.8,335.49,16.3,10,6,Court cases/litigation; Utility shifting delay,Delayed,100.0,High
PRJ00373,Bihar Rural Infrastructure Infra Development Phase-66,Rural Infrastructure,Ministry of Rural Development,NMDC,Dilip Buildcon Ltd,Bihar,3011.81,3507.49,16.46,True,2019-12-19,96,137,2027-11-07,2031-03-21,41,True,43.6,52.9,1856.51,61.6,12,5,Geological surprises; Change in project scope,Delayed,55.8,High
PRJ00374,Bihar Coal Infra Development Phase-67,Coal,Ministry of Coal,NHPC,Larsen & Toubro Infra,Bihar,1141.69,3508.67,207.32,True,2020-05-07,72,97,2026-04-06,2028-04-25,25,True,65.1,20.2,709.37,62.1,6,4,Rehabilitation & resettlement issues; Court cases/litigation,Delayed,100.0,High
PRJ00375,Bihar Renewable Energy Infra Development Phase-68,Renewable Energy,Ministry of New & Renewable Energy,ABC Infrastructure Ltd.,Larsen & Toubro Infra,Bihar,1531.25,1258.61,0.0,False,2022-06-26,72,96,2028-05-25,2030-05-15,24,True,39.9,100.0,1298.69,84.8,8,3,Court cases/litigation; Delay in tendering/equipment supply,Delayed,24.5,Low
PRJ00376,Bihar Coal Infra Development Phase-69,Coal,Ministry of Coal,RITES,Larsen & Toubro Infra,Bihar,900.76,2994.4,232.43,True,2018-05-15,84,114,2025-04-08,2027-09-25,30,True,74.4,33.3,996.85,100.0,12,9,Price escalation of raw materials; Poor contractor mobilization,Delayed,100.0,High
PRJ00377,Bihar Irrigation Infra Development Phase-70,Irrigation,Ministry of Jal Shakti,PowerGrid,Afcons Infrastructure,Bihar,1113.03,819.77,0.0,False,2020-04-04,36,75,2023-03-20,2026-06-02,39,True,90.8,100.0,1592.09,100.0,4,4,Funding constraints; Law and order problems,Delayed,25.9,Medium
PRJ00378,Bihar Urban Development Infra Development Phase-71,Urban Development,Ministry of Housing & Urban Affairs,NMDC,Ashoka Buildcon,Bihar,632.51,3796.53,500.23,True,2019-11-17,72,98,2025-10-16,2027-12-05,26,True,74.8,43.2,1640.14,100.0,10,7,Geological surprises,Delayed,100.0,High
PRJ00379,Bihar Postal Infrastructure Infra Development Phase-72,Postal Infrastructure,Ministry of Communications,NBCC,Simplex Infrastructures,Bihar,940.84,2541.97,170.18,True,2020-01-18,84,101,2026-12-12,2028-05-05,17,True,62.5,36.7,933.62,99.2,6,4,Shortage of skilled manpower,Delayed,100.0,High
PRJ00380,Bihar Petroleum & Natural Gas Infra Development Phase-73,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,IRCON,Larsen & Toubro Infra,Bihar,1948.84,1749.66,0.0,False,2022-12-16,60,80,2027-11-20,2029-07-12,20,True,41.4,15.4,269.25,13.8,6,2,Forest/environment clearance delay,Delayed,31.3,Medium
PRJ00381,Bihar Inland Waterways Infra Development Phase-74,Inland Waterways,"Ministry of Ports, Shipping & Waterways",State PWD,KNR Constructions,Bihar,4377.8,384.7,0.0,False,2020-09-14,36,36,2023-08-30,2023-08-30,0,False,87.2,100.0,2051.35,46.9,10,9,None,On Track,6.6,Low
PRJ00382,Bihar Inland Waterways Infra Development Phase-75,Inland Waterways,"Ministry of Ports, Shipping & Waterways",IFFCO,Shapoorji Pallonji Infra,Bihar,717.27,1715.07,139.11,True,2018-07-18,48,74,2022-06-27,2024-08-15,26,True,93.8,18.3,313.99,43.8,4,4,Poor contractor mobilization,Delayed,100.0,High
PRJ00383,Bihar Fertilizers Infra Development Phase-76,Fertilizers,Ministry of Chemicals & Fertilizers,BSNL,Megha Engineering (MEIL),Bihar,1310.61,2067.07,57.72,True,2022-05-10,60,99,2027-04-14,2030-06-27,39,True,35.7,53.4,1103.15,84.2,6,2,Utility shifting delay; Contractual issues,Delayed,78.0,High
PRJ00384,Bihar Fertilizers Infra Development Phase-77,Fertilizers,Ministry of Chemicals & Fertilizers,IRCON,Shapoorji Pallonji Infra,Bihar,3945.2,2194.82,0.0,False,2018-01-02,84,120,2024-11-26,2027-11-11,36,True,69.2,79.6,1747.06,44.3,12,8,Forest/environment clearance delay,Delayed,33.5,Medium
PRJ00385,Bihar Power Infra Development Phase-78,Power,Ministry of Power,State PWD,Afcons Infrastructure,Bihar,2136.63,1765.04,0.0,False,2018-12-22,72,72,2024-11-20,2024-11-20,0,False,100.0,64.2,1133.36,53.0,4,4,None,Completed,9.4,Low
PRJ00386,Bihar Water Resources Infra Development Phase-79,Water Resources,Ministry of Jal Shakti,BSNL,Afcons Infrastructure,Bihar,1872.36,1470.5,0.0,False,2019-02-03,48,48,2023-01-13,2023-01-13,0,False,100.0,38.0,558.19,29.8,8,8,None,Completed,4.9,Low
PRJ00387,Bihar Railways Infra Development Phase-80,Railways,Ministry of Railways,NHAI,Tata Projects,Bihar,864.12,1165.63,34.89,True,2020-05-07,60,95,2025-04-11,2028-02-25,35,True,70.4,81.1,945.74,100.0,12,8,Utility shifting delay,Delayed,56.3,High
PRJ00388,Bihar Steel Infra Development Phase-81,Steel,Ministry of Steel,State Irrigation Dept,GR Infraprojects,Bihar,1394.62,4943.49,254.47,True,2022-11-18,72,105,2028-10-17,2031-07-04,33,True,35.3,11.9,587.99,42.2,10,4,COVID-19 related disruption,Delayed,100.0,High
PRJ00389,Bihar Coal Infra Development Phase-82,Coal,Ministry of Coal,ONGC,Larsen & Toubro Infra,Bihar,1056.57,5729.96,442.32,True,2018-04-07,36,81,2021-03-22,2024-12-01,45,True,84.1,10.0,575.61,54.5,8,7,COVID-19 related disruption,Delayed,100.0,High
PRJ00390,Bihar Fertilizers Infra Development Phase-83,Fertilizers,Ministry of Chemicals & Fertilizers,NBCC,Sadbhav Engineering,Bihar,2024.89,2358.1,16.46,True,2019-02-02,60,95,2024-01-07,2026-11-22,35,True,72.5,41.3,974.33,48.1,4,3,Rehabilitation & resettlement issues; Monsoon/weather delays,Delayed,42.7,Medium
PRJ00391,Bihar Rural Infrastructure Infra Development Phase-84,Rural Infrastructure,Ministry of Rural Development,ONGC,Afcons Infrastructure,Bihar,2052.88,1229.64,0.0,False,2018-12-20,72,111,2024-11-18,2028-02-01,39,True,66.2,7.9,96.67,4.7,12,8,Poor contractor mobilization; Delay in tendering/equipment supply,Delayed,40.6,Medium
PRJ00392,Bihar Mining Infra Development Phase-85,Mining,Ministry of Mines,RVNL,Shapoorji Pallonji Infra,Bihar,1183.95,1002.56,0.0,False,2021-06-30,36,36,2024-06-14,2024-06-14,0,False,86.8,72.4,726.18,61.3,4,3,None,On Track,9.0,Low
PRJ00393,Bihar Power Infra Development Phase-86,Power,Ministry of Power,PowerGrid,IRB Infrastructure,Bihar,1330.97,1757.18,32.02,True,2022-05-10,48,89,2026-04-19,2029-08-31,41,True,40.0,52.4,920.62,69.2,8,3,Land acquisition delay,Delayed,64.8,High
PRJ00394,Bihar Coal Infra Development Phase-87,Coal,Ministry of Coal,SAIL,GMR Infrastructure,Bihar,3017.46,5606.44,85.8,True,2019-08-23,36,72,2022-08-07,2025-07-22,36,True,72.2,15.8,887.06,29.4,10,7,Utility shifting delay; Contractual issues,Delayed,91.9,High
PRJ00395,Bihar Healthcare Infrastructure Infra Development Phase-88,Healthcare Infrastructure,Ministry of Health & Family Welfare,IWAI,Shapoorji Pallonji Infra,Bihar,3214.81,2426.1,0.0,False,2017-02-16,84,135,2024-01-11,2028-03-20,51,True,69.5,20.8,504.75,15.7,8,6,Shortage of skilled manpower; Land acquisition delay,Delayed,46.1,Medium
PRJ00396,Bihar Rural Infrastructure Infra Development Phase-89,Rural Infrastructure,Ministry of Rural Development,NTPC,Dilip Buildcon Ltd,Bihar,1255.99,4008.92,219.18,True,2022-03-22,36,57,2025-03-06,2026-11-26,21,True,79.2,28.2,1128.84,89.9,8,6,Price escalation of raw materials,Delayed,100.0,High
PRJ00397,Bihar Rural Infrastructure Infra Development Phase-90,Rural Infrastructure,Ministry of Rural Development,HUDCO,Larsen & Toubro Infra,Bihar,1278.99,3966.48,210.13,True,2020-06-27,36,76,2023-06-12,2026-09-24,40,True,78.4,21.6,856.87,67.0,4,3,Court cases/litigation; Rehabilitation & resettlement issues,Delayed,100.0,High
PRJ00398,Bihar Petroleum & Natural Gas Infra Development Phase-91,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Coal India Ltd,Larsen & Toubro Infra,Bihar,687.56,3050.12,343.62,True,2018-07-02,84,116,2025-05-26,2028-01-11,32,True,63.8,78.7,2399.95,100.0,10,6,COVID-19 related disruption,Delayed,100.0,High
PRJ00399,Bihar Education Infrastructure Infra Development Phase-92,Education Infrastructure,Ministry of Education,AAI,Larsen & Toubro Infra,Bihar,1327.98,948.57,0.0,False,2021-08-31,36,36,2024-08-15,2024-08-15,0,False,90.7,100.0,1159.86,87.3,12,11,None,On Track,2.6,Low
PRJ00400,Bihar Housing Infra Development Phase-93,Housing,Ministry of Housing & Urban Affairs,NHPC,IRB Infrastructure,Bihar,1611.07,3975.0,146.73,True,2019-06-14,84,112,2026-05-08,2028-08-25,28,True,64.5,15.1,599.82,37.2,6,4,COVID-19 related disruption,Delayed,100.0,High
PRJ00401,Bihar Telecommunications Infra Development Phase-94,Telecommunications,Ministry of Communications,ABC Infrastructure Ltd.,Tata Projects,Bihar,498.26,869.25,74.46,True,2021-01-21,36,72,2024-01-06,2026-12-21,36,True,81.4,100.0,1307.95,100.0,4,3,Forest/environment clearance delay,Delayed,78.7,High
PRJ00402,Bihar Postal Infrastructure Infra Development Phase-95,Postal Infrastructure,Ministry of Communications,HUDCO,GMR Infrastructure,Bihar,1968.43,1263.8,0.0,False,2019-04-09,72,72,2025-03-08,2025-03-08,0,False,93.5,19.2,242.45,12.3,12,11,None,On Track,9.1,Low
PRJ00403,Bihar Postal Infrastructure Infra Development Phase-96,Postal Infrastructure,Ministry of Communications,PowerGrid,Shapoorji Pallonji Infra,Bihar,1359.64,2486.47,82.88,True,2018-11-05,72,82,2024-10-04,2025-07-31,10,True,78.5,35.5,883.4,65.0,8,6,Change in project scope; Utility shifting delay,Delayed,70.4,High
PRJ00404,Bihar Renewable Energy Infra Development Phase-97,Renewable Energy,Ministry of New & Renewable Energy,ABC Infrastructure Ltd.,GMR Infrastructure,Bihar,3347.26,1647.72,0.0,False,2022-06-26,24,24,2024-06-15,2024-06-15,0,False,96.1,60.3,993.03,29.7,4,4,None,On Track,7.5,Low
PRJ00405,Bihar Telecommunications Infra Development Phase-98,Telecommunications,Ministry of Communications,State Irrigation Dept,Afcons Infrastructure,Bihar,3442.74,2471.52,0.0,False,2017-08-16,60,60,2022-07-21,2022-07-21,0,False,100.0,36.0,889.44,25.8,10,10,None,Completed,0.0,Low
PRJ00406,Bihar Civil Aviation Infra Development Phase-99,Civil Aviation,Ministry of Civil Aviation,HUDCO,Larsen & Toubro Infra,Bihar,4440.7,832.71,0.0,False,2021-08-29,36,36,2024-08-13,2024-08-13,0,False,97.1,58.3,485.09,10.9,10,10,None,On Track,4.2,Low
PRJ00407,Bihar Healthcare Infrastructure Infra Development Phase-100,Healthcare Infrastructure,Ministry of Health & Family Welfare,IRCON,Larsen & Toubro Infra,Bihar,1965.5,1265.93,0.0,False,2022-03-09,48,48,2026-02-16,2026-02-16,0,False,100.0,69.1,874.18,44.5,8,8,None,Completed,1.9,Low
PRJ00408,Bihar Roads & Highways Infra Development Phase-101,Roads & Highways,Ministry of Road Transport & Highways,SAIL,HCC (Hindustan Construction),Bihar,1322.5,2977.79,125.16,True,2019-11-09,36,65,2022-10-24,2025-03-12,29,True,83.1,12.7,379.11,28.7,4,3,Funding constraints,Delayed,100.0,High
PRJ00409,Bihar Railways Infra Development Phase-102,Railways,Ministry of Railways,State PWD,Afcons Infrastructure,Bihar,1880.37,8027.61,326.92,True,2020-11-12,36,67,2023-10-28,2026-05-15,31,True,79.0,25.8,2073.12,100.0,4,3,Funding constraints,Delayed,100.0,High
PRJ00410,Bihar Housing Infra Development Phase-103,Housing,Ministry of Housing & Urban Affairs,IRCON,Larsen & Toubro Infra,Bihar,1380.66,4494.02,225.5,True,2020-03-21,24,50,2022-03-11,2024-04-29,26,True,76.1,19.5,878.54,63.6,10,8,Contractual issues,Delayed,100.0,High
PRJ00411,Bihar Fertilizers Infra Development Phase-104,Fertilizers,Ministry of Chemicals & Fertilizers,NMDC,GMR Infrastructure,Bihar,3028.34,646.55,0.0,False,2021-09-18,36,36,2024-09-02,2024-09-02,0,False,100.0,100.0,1104.43,36.5,8,8,None,Completed,4.6,Low
PRJ00412,Bihar Water Resources Infra Development Phase-105,Water Resources,Ministry of Jal Shakti,State Irrigation Dept,IRB Infrastructure,Bihar,2326.76,1753.4,0.0,False,2021-03-27,72,72,2027-02-24,2027-02-24,0,False,84.2,17.2,300.98,12.9,10,8,None,On Track,11.1,Low
PRJ00413,Bihar Ports & Shipping Infra Development Phase-106,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",IFFCO,Larsen & Toubro Infra,Bihar,1177.51,1397.53,18.69,True,2018-06-29,84,109,2025-05-23,2027-06-12,25,True,63.0,40.7,568.51,48.3,8,5,Law and order problems,Delayed,36.0,Medium
PRJ00414,Bihar Postal Infrastructure Infra Development Phase-107,Postal Infrastructure,Ministry of Communications,SAIL,Reliance Infrastructure,Bihar,2349.79,2055.73,0.0,False,2022-12-07,60,60,2027-11-11,2027-11-11,0,False,60.4,57.2,1175.35,50.0,6,4,None,On Track,13.8,Low
PRJ00415,Bihar Petroleum & Natural Gas Infra Development Phase-108,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,NHAI,Larsen & Toubro Infra,Bihar,418.28,2468.69,490.2,True,2017-04-04,72,112,2023-03-04,2026-06-16,40,True,87.4,59.3,1464.17,100.0,8,7,Poor contractor mobilization; Delay in tendering/equipment supply,Delayed,100.0,High
PRJ00416,Bihar Water Resources Infra Development Phase-109,Water Resources,Ministry of Jal Shakti,Coal India Ltd,Reliance Infrastructure,Bihar,3571.9,1454.24,0.0,False,2019-10-11,36,36,2022-09-25,2022-09-25,0,False,89.1,30.8,447.79,12.5,10,9,None,On Track,6.8,Low
PRJ00417,Bihar Irrigation Infra Development Phase-110,Irrigation,Ministry of Jal Shakti,PowerGrid,KNR Constructions,Bihar,1011.3,3686.53,264.53,True,2020-02-04,36,56,2023-01-19,2024-09-10,20,True,83.0,29.9,1101.55,100.0,6,5,Forest/environment clearance delay,Delayed,100.0,High
PRJ00418,Bihar Rural Infrastructure Infra Development Phase-111,Rural Infrastructure,Ministry of Rural Development,State PWD,IRB Infrastructure,Bihar,3309.38,4056.02,22.56,True,2017-03-06,72,113,2023-02-03,2026-06-17,41,True,89.4,16.2,658.64,19.9,6,5,Funding constraints,Delayed,50.9,High
PRJ00419,Bihar Inland Waterways Infra Development Phase-112,Inland Waterways,"Ministry of Ports, Shipping & Waterways",Deendayal Port Trust,PNC Infratech,Bihar,1176.65,3929.53,233.96,True,2017-05-18,60,75,2022-04-22,2023-07-16,15,True,74.8,5.8,228.29,19.4,10,7,Shortage of skilled manpower,Delayed,100.0,High
PRJ00420,Andhra Pradesh Railways Infra Development Phase-1,Railways,Ministry of Railways,SAIL,Larsen & Toubro Infra,Andhra Pradesh,1779.71,2335.37,31.22,True,2021-12-03,24,29,2023-11-23,2024-04-21,5,True,94.0,100.0,2647.26,100.0,6,6,Forest/environment clearance delay,Delayed,23.6,Low
PRJ00421,Andhra Pradesh Civil Aviation Infra Development Phase-2,Civil Aviation,Ministry of Civil Aviation,HUDCO,GR Infraprojects,Andhra Pradesh,929.94,3139.37,237.59,True,2020-03-30,48,64,2024-03-09,2025-07-02,16,True,92.7,35.1,1101.72,100.0,6,6,Utility shifting delay; Change in project scope,Delayed,100.0,High
PRJ00422,Andhra Pradesh Steel Infra Development Phase-3,Steel,Ministry of Steel,PowerGrid,HCC (Hindustan Construction),Andhra Pradesh,2384.71,1927.98,0.0,False,2022-11-06,36,36,2025-10-21,2025-10-21,0,False,97.1,23.2,447.35,18.8,6,6,None,On Track,6.7,Low
PRJ00423,Andhra Pradesh Water Supply & Sanitation Infra Development Phase-4,Water Supply & Sanitation,Ministry of Jal Shakti,RITES,Larsen & Toubro Infra,Andhra Pradesh,2337.19,3377.23,44.5,True,2020-02-02,60,106,2025-01-06,2028-10-17,46,True,55.9,24.4,823.24,35.2,4,2,Poor contractor mobilization,Delayed,76.4,High
PRJ00424,Andhra Pradesh Postal Infrastructure Infra Development Phase-5,Postal Infrastructure,Ministry of Communications,BSNL,Larsen & Toubro Infra,Andhra Pradesh,2341.94,1356.42,0.0,False,2017-07-12,60,60,2022-06-16,2022-06-16,0,False,85.9,100.0,1606.7,68.6,8,7,None,On Track,8.4,Low
PRJ00425,Andhra Pradesh Fertilizers Infra Development Phase-6,Fertilizers,Ministry of Chemicals & Fertilizers,IFFCO,KNR Constructions,Andhra Pradesh,956.44,1407.29,47.14,True,2021-04-11,72,81,2027-03-11,2027-12-06,9,True,67.2,21.7,305.38,31.9,12,8,Poor contractor mobilization; Geological surprises,Delayed,50.9,High
